,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
79522,wvlF1x7Cm8UGu6iD0LgIJw,"""Salsarita's Fresh Mexican Grill""",,"""5501 Rc Josh Birmingham Pkwy""",Charlotte,NC,28208,35.2205206597,-80.9436721602,3.0,24,1,Mexican;Restaurants;Salad;Fast Food
79587,u5HRqJ1sRaQnIyx1hSwdhQ,"""Firehouse Subs""",,"""2251 Spider Dr NE""",Kannapolis,NC,28083,35.4647175,-80.5922036,4.0,4,1,Sandwiches;Restaurants;Fast Food;Delis
79603,JbvIL0cshfHbiwOEIZsnwg,"""McDonald's""",,"""6225 Old Sugar Creek Rd""",Charlotte,NC,28269,35.3337519,-80.797556,1.5,19,1,Burgers;Fast Food;Restaurants
79734,x3LoVFuzVIPK_J-kDZORdg,"""La Unica""",Plaza Midwood,"""1101 Central Ave""",Charlotte,NC,28204,35.2216678546,-80.8191813525,3.5,83,1,Mexican;Restaurants
79758,H9a6IRS0edhW343Y2kXSSA,"""The Liberty""",South End,"""1812 South Blvd""",Charlotte,NC,28203,35.2114719,-80.8584451,3.5,356,1,Restaurants;Burgers;Gastropubs
79864,rC79v_3u4XuGxx2Yl6rBbw,"""KFC""",University City,"""5540 University Pointe Blvd""",Charlotte,NC,28262,35.2961,-80.7553,1.0,10,1,Chicken Wings;Restaurants;Fast Food
79869,YzTafk0tQ-nAu1oICuuNFw,"""Sushi 101""",,"""5355 Ballantyne Commons Pkwy""",Charlotte,NC,28277,35.062725,-80.7738817,3.5,79,1,Japanese;Restaurants;Sushi Bars;Live/Raw Food
79965,cXHKyZfuaObtVi10hQqLcg,"""B Good""",Uptown,"""400 S Tryon St""",Charlotte,NC,28285,35.2252005,-80.8473796,3.5,31,1,Restaurants;Juice Bars & Smoothies;Food;American (Traditional);Salad
79989,c50HBldFU8BXUIW6WFXTAw,"""Subway""",University City,"""7747 N Tryon St""",Charlotte,NC,28262,35.2943421,-80.7559499,3.0,5,1,Sandwiches;Fast Food;Restaurants;American (Traditional);Food
80031,yD0u3fnMfFeICN-3bdmCWg,"""Arby's""",University City,"""9518 University City Blvd""",Charlotte,NC,28213,35.306149,-80.722771,2.5,13,1,Fast Food;Sandwiches;Restaurants
80046,8xTuXU5uZ85WF-ZGqDNv_w,"""Leroy Fox South End""",South End,"""1616 Camden Rd, Ste 150""",Charlotte,NC,28203,35.2142559,-80.857754,4.0,53,1,Southern;Restaurants
80050,Jvu9O3mLOg0ddnX2HHRXvw,"""Red Lobster""",,"""200 N New Hope Rd""",Gastonia,NC,28054,35.264623,-81.150993,3.5,16,1,Seafood;American (Traditional);Restaurants
80071,lU0OdZrzNmLuU7SGvONYiQ,"""Applebee's Neighborhood Grill & Bar""",,"""8018 Concord Mills Blvd""",Concord,NC,28027,35.3712142,-80.7169504,2.0,32,1,Burgers;American (Traditional);Bars;Steakhouses;Nightlife;Sports Bars;Restaurants
80092,vG3RwJc_iK8EFIOyoYkgQg,"""Bojangles' Famous Chicken 'n Biscuits""",,"""11420 Beaver Farms Rd""",Charlotte,NC,28215,35.2239926,-80.6318453,4.5,3,1,Sandwiches;Restaurants;Fast Food;Salad
80129,HV1Plv3QMZA_uOGIah_nCg,"""Quiznos""",,"""8031 Ardrey Kell Rd, Ste 100""",Charlotte,NC,28277,35.039439,-80.7942828,4.0,5,1,Restaurants;Sandwiches;Fast Food;Delis
80169,AyltNmcU4mbxHyeUebuEgw,"""Flavors Cafe""",,"""5900 Quail Hollow Rd""",Charlotte,NC,28210,35.1320288,-80.8398637,4.0,5,1,Restaurants;American (New);Mediterranean;Cafes;Sandwiches
80237,xrBtePtFw32nYIPhgU7I8w,"""T2C Smokehouse""",,"""""",Charlotte,NC,28269,35.3352529,-80.7990185,5.0,3,1,Steakhouses;Party & Event Planning;Food Trucks;Restaurants;Caterers;Smokehouse;Event Planning & Services;Food;Barbeque
80303,0mzi5dmNvdeufSzXRzrvQw,"""HoneyBaked Ham""",University City,"""5700 University Pointe Blvd, Suite 115""",Charlotte,NC,28262,35.2968436,-80.7588859,5.0,6,1,Delis;Event Planning & Services;Restaurants;Specialty Food;Meat Shops;Caterers;Sandwiches;Cafes;Food
80501,DSZXw-3SAq8uq6PokapgLw,"""Wendy's""",,"""2216 Union Rd""",Gastonia,NC,28054,35.232375,-81.169202,1.5,5,1,Restaurants;Fast Food;Burgers
80531,_OtUeybIKTx2jhLVYV66wA,"""Jersey Mike's Subs""",,"""10125 Perimeter Pkwy, Ste C""",Charlotte,NC,28216,35.346468,-80.852589,3.5,25,1,Sandwiches;Delis;Fast Food;Restaurants
80533,QcUKFdAWxFq42-zE96cS-A,"""Pita Pit""",,"""3816 Sardis Church Rd, Ste 101""",Indian Trail,NC,28079,35.0631169,-80.633164,4.0,30,1,Middle Eastern;Restaurants;Breakfast & Brunch;Sandwiches;Fast Food;Mediterranean
80596,u5nSHE6QdZLkpC0Qlx1b1w,"""JJ Fish & Chicken""",Eastland,"""6404 Albemarle Rd""",Charlotte,NC,28212,35.201622,-80.736859,2.0,9,1,Restaurants;American (New);Seafood
80845,XwPDiSASKZLpMgdO5tTyEA,"""Los Aztecas""",,"""8475 Charlotte Hwy""",Fort Mill,SC,29707,34.9573509649,-80.8534331808,3.5,24,1,Restaurants;Bars;Nightlife;Wine Bars;Mexican;Salad
80912,ZOu-iUXuyQstBhQc5WW1Vw,"""City Barbeque""",,"""15425 Hodges Cir""",Huntersville,NC,28078,35.404966,-80.86762,4.5,40,1,Sandwiches;Restaurants;Southern;American (Traditional);Barbeque
80913,3AtzUXZuCljfNUVRtle2Mw,"""Gardenia Restaurant""",,"""1019 Alleghany St""",Charlotte,NC,28208,35.239174,-80.886314,3.5,22,1,American (Traditional);Southern;Restaurants
80915,bZtukyhyV1oVmUU3yRBPbQ,"""Smelly Cat Coffee""",NoDa,"""514 E 36th St""",Charlotte,NC,28205,35.2474048,-80.8043246,4.5,343,1,Breakfast & Brunch;Internet Cafes;Bagels;Vegan;Desserts;Food;Coffee & Tea;Restaurants
80984,vfoSNWUkziy2s5mJBNMM9A,"""Uncle Maddio's Pizza Joint""",,"""10109 Northcross Center Ct, Ste 150""",Huntersville,NC,28078,35.443106,-80.859585,4.0,35,1,Imported Food;Food;Restaurants;Specialty Food;Pizza;Ethnic Food
81043,KoYooLJpjWKQoHJkF3fsGA,"""Kabuto Japanese Steakhouse And Sushi Bar""",,"""7724 Pineville-Matthews Rd""",Charlotte,NC,28226,35.088184,-80.851089,3.0,74,1,Sushi Bars;Japanese;Restaurants;Steakhouses
81054,dj0Pl9-Z6iDweaSOfJC3vQ,"""American Burger - Uptown""",Uptown,"""440 S Church St""",Charlotte,NC,28202,35.22547,-80.848544,3.0,63,1,American (Traditional);Desserts;Sandwiches;Restaurants;American (New);Burgers;Food
81096,ngjl1kOSXpdP38gZHCGY5Q,"""Queen Sheba Bar & Restaurant""",Eastland,"""4808 Central Ave""",Charlotte,NC,28205,35.211287,-80.7625331,3.5,53,1,Nightlife;Caribbean;Restaurants;Vegetarian;Hookah Bars;Ethiopian;Bars
81128,9_A_ka0LR0xr0EDb_nc-gg,"""Tony's Pizza""",,"""1605 Galleria Blvd""",Charlotte,NC,28270,35.135122,-80.736668,3.5,80,1,Restaurants;Pizza
81424,0Yh4Iw46i796tKEcwJeEMw,"""Zaxby's Chicken Fingers & Buffalo Wings""",,"""6222 Carolina Commons Dr""",Indian Lands,SC,29707,34.935061582,-80.8365317215,2.5,16,1,Fast Food;Restaurants;Chicken Wings;Salad
81492,7FPYgKjPu7c2qTcRyBq5DQ,"""Double Dragon Chinese Restaurant""",,"""3130 Dallas High Shoals Hwy""",Dallas,NC,28034,35.3182771,-81.1898486,3.0,5,1,Chinese;Restaurants
81533,MKKFi_LGu6EPrEmxKs3pRg,"""Jive Turkey Legs""",,"""7005 Wilkinson Blvd, Ste H""",Belmont,NC,28012,35.2495831384,-81.0214602608,3.5,3,1,American (New);Food;Restaurants;American (Traditional);Sandwiches;Food Trucks
81834,ne7lSA6lAOMYYs43kNTtPQ,"""Ink N Ivy CLT""",Uptown,"""222 S Church St""",Charlotte,NC,28202,35.2271233,-80.8462601,3.0,267,1,Restaurants;Nightlife;American (New);Pubs;Bars
82040,dfbe-xTMZ1f-gC8BEJBnfQ,"""McDonald's""",,"""1511 Concord Pkwy N""",Concord,NC,28025,35.43991,-80.607563,2.0,10,1,Fast Food;Burgers;Restaurants
82113,jPcGeaxe2x8-V8t7KmEmcw,"""Niyo""",,"""3509 David Cox Rd, Ste H""",Charlotte,NC,28269,35.3339753,-80.7919828,2.5,36,1,Restaurants;Japanese
82148,Uoa1YNUbHbIINY4vM2TPLQ,"""QuikTrip""",,"""974 Sutton Rd""",Fort Mill,SC,29708,35.0323966,-80.9704541,4.5,4,1,Sandwiches;American (Traditional);Automotive;Coffee & Tea;Convenience Stores;Gas Stations;Restaurants;Food
82154,so5zDDBvYTMjqpd0Tb8yqw,"""Amazing Wok""",Ballantyne,"""16049 Johnston Rd""",Charlotte,NC,28277,35.029324,-80.850153,3.5,24,1,Restaurants;Thai;Chinese
82350,hXfTq29MXF_XPdEp9faEAg,"""Little Caesars Pizza""",,"""101 Spratt St""",Fort Mill,SC,29715,35.0056741,-80.9455681,3.5,8,1,Pizza;Restaurants
82369,9bNpMgvaSux1xLPSPwIbUg,"""QDOBA Mexican Eats""",,"""1600 E Woodlawn Rd, Ste 200""",Charlotte,NC,28209,35.1717780747,-80.8492845297,3.5,21,1,Mexican;Event Planning & Services;Sandwiches;Caterers;Fast Food;Restaurants
82408,1FlIbmN4aNJuXsGK0shnfQ,"""Leroy Fox""",Cotswold,"""705 S Sharon Amity Rd""",Charlotte,NC,28211,35.1718223,-80.8071432,3.5,263,1,American (New);Sandwiches;Southern;Restaurants;Soul Food
82413,KRyPa25ky1sD3nCIKBG9TQ,"""Five Guys""",,"""7741 Gateway Ln NW""",Concord,NC,28027,35.366532,-80.709297,4.0,33,1,Fast Food;Burgers;American (New);Restaurants
82435,vn_UN1JnA57hpayj6ETpRQ,"""IHOP""",University City,"""230 E Wt Harris Blvd""",Charlotte,NC,28262,35.303872,-80.749548,2.5,43,1,American (Traditional);Restaurants;Breakfast & Brunch;American (New)
82469,toKFvCMLHS7K_mpaw3eMKQ,"""Copan Restaurant""",Eastland,"""3607 N Sharon Amity""",Charlotte,NC,28205,35.2090454102,-80.7574539185,2.5,9,1,Salvadoran;Latin American;Restaurants
82494,WCm95Wt2AQicjH3ip-az6A,"""Subway""",Steele Creek,"""13000 S Tryon Rd""",Charlotte,NC,28278,35.103321,-80.99088,3.0,7,1,Fast Food;Sandwiches;Restaurants
82509,u-urH3ZDub-EkXe4frPkaQ,"""Tung's Chinese Restaurant""",,"""4005 Sunset Rd""",Charlotte,NC,28216,35.3061142,-80.8601376,2.0,5,1,Chinese;Restaurants
82517,SUaEbsKFSo33idJzQ9Dfjw,"""Lake Norman Cottage""",,"""200 N Harbor Pl Dr""",Davidson,NC,28036,35.5059572,-80.8673963,4.0,25,1,Food;Beer;Wine & Spirits;Nightlife;Restaurants;Wine Bars;Bars;Tapas/Small Plates
82541,ulDxltMssBpGIEkC_A5j3Q,"""East African Cusine Eritrean And Ethiopian""",Elizabeth,"""3200 Monroe Rd""",Charlotte,NC,28205,35.203609,-80.801695,4.0,29,1,Nightlife;Restaurants;Ethiopian;Bars;African;American (Traditional)
82634,5mb-6Guz9xqNXMigh8noMQ,"""Brooklyn Pizza Parlor""",,"""7725 Colony Rd""",Charlotte,NC,28226,35.106407,-80.8077349,3.5,69,1,Restaurants;Salad;Pizza;Event Planning & Services;Caterers;Italian;Breakfast & Brunch
82717,-_Ph_Y9mJWNdKqArDxp0lQ,"""Davidson Street Public House""",NoDa,"""3220 N Davidson St""",Charlotte,NC,28205,35.2473196,-80.8048763,4.0,125,1,Beer;Wine & Spirits;Gastropubs;Restaurants;Food;Breweries;Tapas/Small Plates;American (New)
82718,BZtNKLg1S9k8s6fYkR1quQ,"""Bakery Restaurant Las Palmas""",,"""2688 S New Hope Rd""",Gastonia,NC,28056,35.2403689,-81.1207631,3.5,14,1,Restaurants;Latin American;Bakeries;Food;Mexican
82719,xxCrRqqICzQyR0Q-iqCrNw,"""Subway""",Plaza Midwood,"""1300 The Plz""",Charlotte,NC,28205,35.2206335486,-80.8102176344,2.0,13,1,Fast Food;Sandwiches;Restaurants
82799,qDl34ITEzEQNypLSJzTJTw,"""Chick-fil-A""",,"""16915 Statesville Rd""",Huntersville,NC,28078,35.444966,-80.866655,4.0,33,1,Event Planning & Services;Fast Food;Caterers;Restaurants
82906,Ch7NAhB_MWSDwcNbcptEKg,"""Mimosa Grill""",Uptown,"""327 S Tryon St""",Charlotte,NC,28202,35.224456,-80.84547,4.0,406,1,Southern;American (New);Restaurants
82907,cdkzUI1tXc8rUMF33iKMlg,"""Vida Vida""",Uptown,"""210 E Trade St""",Charlotte,NC,28202,35.2258686554,-80.8421154614,3.0,71,1,Restaurants;Nightlife;Bars;Mexican
82961,qcTaluNjodgXvSE-MFYvKQ,"""Cicis""",Steele Creek,"""10823 John Price Rd""",Charlotte,NC,28273,35.1190101589,-80.9574144334,2.5,24,1,Food;American (Traditional);Pizza;Restaurants;Desserts;Chicken Wings
82980,BXPEMIFl4iixdvIJW8Fkmg,"""Cook Out""",,"""1815 Sardis Rd""",Charlotte,NC,28270,35.1407686,-80.7356176,2.5,41,1,American (New);Restaurants;Hot Dogs;Burgers;Fast Food;Barbeque
83051,OMEbwr0Aybw_wnqvno-6zQ,"""Chuy's""",,"""7314 Waverly Walk Ave""",Charlotte,NC,28277,35.0526726,-80.766968,3.0,85,1,Restaurants;Mexican;Tex-Mex
83098,uasU60jZfngLgfTppy8IPQ,"""McDonald's""",,"""6501 Old Monroe Rd""",Indian Trail,NC,28079,35.0492501,-80.6475543,1.5,5,1,Fast Food;Restaurants;Burgers
83353,S5B9tKJnzoThDK3QORVeiQ,"""Char-Grill""",,"""624 Jetton St""",Davidson,NC,28036,35.5011767149,-80.8610272408,3.5,41,1,Restaurants;American (Traditional);Burgers
83510,I8DIq321Tkm-wi9z5gTv9A,"""Duckworth's Grill & Taphouse""",First Ward,"""330 N Tryon St""",Charlotte,NC,28202,35.228985,-80.839671,3.5,213,1,Beer;Wine & Spirits;Restaurants;Cheesesteaks;American (Traditional);Sports Bars;Nightlife;Bars;Food
83518,S986oVvGdCmgVd9gf_fjhw,"""Las Americas""",,"""8652 Pineville Matthews Rd""",Charlotte,NC,28226,35.0887102,-80.8656269,4.0,33,1,Colombian;Latin American;Restaurants;Food;Bakeries
83544,P-xthnjpyWaS9wma9HfFUA,"""Hiya Food Truck""",Uptown,"""620 W Morehead St""",Charlotte,NC,28269,35.2263905,-80.8559848,4.0,16,1,Street Vendors;Food Trucks;Restaurants;Korean;Food
83674,qSQWoKgldxhMG9CKwwzt9g,"""Bob's Restaurant""",,"""13230 Highway 601""",Midland,NC,28107,35.2352617,-80.5064763,3.0,3,1,American (Traditional);Restaurants
83686,67IWr5jwskv0-RwWAhkTaA,"""Noodles & Company""",Arboretum,"""8016 Providence Rd""",Charlotte,NC,28277,35.0984229,-80.780416,3.0,26,1,Thai;Italian;American (Traditional);Restaurants;Chinese;Noodles;Asian Fusion;Comfort Food
83692,XMrLwzmEAsfNpbKRC7vUzQ,"""Taco Mac""",University City,"""517 University Center Blvd""",Charlotte,NC,28262,35.3079026,-80.7558586,3.0,174,1,Mexican;Nightlife;American (Traditional);Bars;Chicken Wings;American (New);Sports Bars;Restaurants
83830,mfcFWwG2z0kTFeLNq2mrdQ,"""Cookhouse""",,"""20936 Torrence Chapel Rd""",Cornelius,NC,28031,35.4883556,-80.8753657,3.0,57,1,Breakfast & Brunch;American (Traditional);Restaurants;Soup
83897,c-YmL07i_4Q0cvCUxl11VQ,"""Doffer's Canteen""",,"""119 B Ctr St""",Cramerton,NC,28032,35.2359799521,-81.0726800188,4.5,39,1,Delis;Restaurants;Sandwiches;Tex-Mex;American (New)
83991,XE1CsAAt6s3CCfQ4tNEG0g,"""Chez Francois""",,"""9 Union St N, Ste 110""",Concord,NC,28025,35.4107500063,-80.5818166507,3.0,4,1,French;Restaurants
84239,3RrNAtArjkVZ1kCXAYy-KQ,"""Casa Grande Mexican Restaurant""",,"""1 Concord Commons Pl SW""",Concord,NC,28027,35.391077,-80.6227915,4.0,28,1,Mexican;Restaurants
84269,tInrGCzll4k9hF34Ye1rvQ,"""Chima  Steakhouse""",Uptown,"""139 S Tryon St""",Charlotte,NC,28202,35.226268,-80.843786,4.0,390,1,Vegetarian;Nightlife;Restaurants;Buffets;Event Planning & Services;Bars;Venues & Event Spaces;Brazilian;Cocktail Bars;Steakhouses
84293,mx0Pjm0erpv1CqsRIa7fgw,"""Rippington's""",,"""109 W South Main St""",Waxhaw,NC,28173,34.924449,-80.7441715,3.5,54,1,Seafood;Restaurants;American (New);American (Traditional);Cajun/Creole
84313,ZVua1ibULOtfp3ZqbvGyWg,"""Mama's Pizza Express of Cornelius""",,"""19741 S Main St""",Cornelius,NC,28031,35.478927,-80.856673,3.0,41,1,Pizza;Chicken Wings;Restaurants;Salad
84378,qbgDOIL4BN6cXahQB6ik5Q,"""Mr. Pho""",Steele Creek,"""8156 S Tryon St, Ste G""",Charlotte,NC,28273,35.1441372,-80.9328731,3.5,30,1,Vietnamese;Restaurants
84465,z7qbndwc9lH9hOR5N8ORiA,"""McDonald's""",,"""5051 Bayfield Pkwy""",Kannapolis,NC,28027,35.4203126468,-80.6755393365,2.0,9,1,Burgers;Fast Food;Restaurants
84582,h0KYR6oAMRQh-Heh6GKMbQ,"""Zaxby's Chicken Fingers & Buffalo Wings""",Starmount,"""7508 S Tryon St""",Charlotte,NC,28273,35.150329,-80.925448,3.5,30,1,Fast Food;Restaurants;Chicken Wings;Salad
84595,VjosGv-Ut9Pub0eXTVGvWQ,"""Los Arcos Mexican Restaurant""",,"""1403 E Franklin Blvd""",Gastonia,NC,28054,35.2616484,-81.1557886,3.0,23,1,Mexican;Restaurants
84728,EZMD4IyCbj9HYBK5yyAW7A,"""Papa John's Pizza""",,"""506 Mercantile""",Fort Mill,SC,29715,35.0571464063,-80.9338453467,2.5,6,1,Restaurants;Pizza
84771,0ol96MXnGGSON0DhOWaz9g,"""Morazan Restaurant""",Starmount,"""201 Archdale Dr""",Charlotte,NC,28217,35.148215,-80.8950909,3.0,9,1,Restaurants;Latin American
84803,lnG7zq5Vi8awdToyY-TDBQ,"""Jet's Pizza""",,"""8700 Pineville Matthews Rd, Ste 620""",Charlotte,NC,28226,35.089846,-80.867187,3.5,24,1,Pizza;Restaurants
84870,aR8WzjbHPkjmN4yuwqdGhA,"""KFC""",,"""209 Carowinds Boulevard""",Fort Mill,SC,29715,35.09232,-80.93416,2.0,11,1,Restaurants;Fast Food;Chicken Wings
84919,BekNb1VGSIUvibnfTZ4A0A,"""Subway""",,"""7427 Matthews-Mint Hill Rd, Ste 101""",Mint Hill,NC,28227,35.1759042827,-80.6538534164,3.0,5,1,Restaurants;Sandwiches;Fast Food
84920,eMYeEapscbKNqUDCx705hg,"""Moe's Southwest Grill""",,"""7510 Pineville Matthew Rd, Ste 10A-2""",Charlotte,NC,28226,35.088455,-80.845816,2.5,13,1,Mexican;Restaurants;Latin American;Tex-Mex
85035,5F5z9wntiSn-rKuit92fJQ,"""Chick-fil-A""",Cotswold,"""4431 Randolph Rd""",Charlotte,NC,28211,35.17716,-80.799035,3.5,24,1,Restaurants;Event Planning & Services;Caterers;Fast Food
85083,pQNEKnrSrwLWWYjsusw2Fg,"""Panera Bread""",,"""8034 Concord Mills Blvd""",Concord,NC,28027,35.372239,-80.718169,3.0,32,1,Sandwiches;Restaurants;Food;Breakfast & Brunch;Salad;Soup;Bagels
85085,62O27qrgr_yl--a3DwiW3Q,"""The Sweet Spot""",,"""10050 Edison Sq Dr NW""",Concord,NC,28027,35.4017664,-80.7597901,4.0,46,1,Cafes;Restaurants
85091,Lu2JB7jgvrrYqba1grvkFw,"""Captain Steve's""",,"""8517 Monroe Rd""",Charlotte,NC,28212,35.1535956,-80.7462311,3.0,90,1,Restaurants;American (Traditional);Seafood
85145,y7X11YLiR4Wrrhr9XBujiQ,"""Quiznos""",,"""5501 Josh Birmingham Pkwy, Ste 13""",Charlotte,NC,28208,35.219378,-80.945041,3.0,11,1,Delis;Sandwiches;Fast Food;Restaurants
85225,-L9TeQN_JgLBvqf9wmsBVQ,"""The Broken Spoke""",,"""227 Southside Dr""",Charlotte,NC,28217,35.1860008,-80.8814186,4.0,89,1,Food;Distilleries;Barbeque;Whiskey Bars;Specialty Food;Beer Bar;Tapas Bars;Nightlife;Event Planning & Services;Venues & Event Spaces;American (New);Restaurants;Cocktail Bars;Bars
85442,bXbCGFk3ZjLcTdQQB-xPyQ,"""Luciano's Ristorante Italiano""",South End,"""1910 South Blvd""",Charlotte,NC,28203,35.210707,-80.859637,4.0,262,1,Italian;Restaurants
85469,uTJKfu-93DBqGfwb_k1-VQ,"""Great Harvest Bread""",,"""6420 Rea Rd""",Charlotte,NC,28277,35.078727,-80.81781,4.0,25,1,Food;Sandwiches;Bakeries;Restaurants
85471,N2bgjl3Z3O-sztvnn3EaDw,"""Boston Market""",,"""9550 E Independence Blvd""",Matthews,NC,28105,35.1364814,-80.7157328,3.0,19,1,American (Traditional);Caterers;Restaurants;Comfort Food;Event Planning & Services;Fast Food
85554,108H_8aEgOH5uz_C9hBgUQ,"""Jack In the Box""",,"""335 Westinghouse Blvd""",Charlotte,NC,28273,35.1126084,-80.919443,2.0,5,1,Fast Food;Restaurants
85565,NPFsOePej-_kfNsDf-SjpQ,"""CHIN CHIN II""",Eastland,"""9013 Albemarle Rd, Ste 200""",Charlotte,NC,28227,35.2131481,-80.6903862,3.5,3,1,Chinese;Restaurants;Fast Food
85606,gkjs1qpyERMW5VyIsp-dUw,"""Taco Bell""",,"""3117 Freedom Drive""",Charlotte,NC,28208,35.242165,-80.888954,2.0,9,1,Fast Food;Mexican;Tex-Mex;Restaurants
85774,MGMFNqzpCnwKNDkqyyWBbg,"""Dave & Buster's""",,"""11025 Carolina Pl Pkwy""",Pineville,NC,28134,35.082188,-80.876336,2.5,18,1,Restaurants;Arts & Entertainment;American (Traditional);American (New);Eatertainment
85781,I-ZeRNHvun6P61vLvoR6hg,"""Phils Deli Express""",Uptown,"""320 S Tryon St, Ste 111""",Charlotte,NC,28202,35.2253544,-80.8461468,4.5,3,1,Sandwiches;Breakfast & Brunch;Restaurants;American (Traditional)
85847,wNCmc346Z2qaXYXBaox9MQ,"""Panera Bread""",,"""9309 Center Lake Dr""",Charlotte,NC,28216,35.349778,-80.854491,3.0,46,1,Soup;Salad;Bagels;Restaurants;Breakfast & Brunch;Food;Sandwiches
85897,rDoT-MgxGRiYqCmi0bG10g,"""Hardee's""",,"""14101 Statesville Rd""",Huntersville,NC,28078,35.408287,-80.855025,3.5,14,1,Desserts;Breakfast & Brunch;Food;Burgers;Restaurants
85978,J9-xa5p7q1KltIoZPoWiFA,"""Taco Bell""",,"""4601 N Tryon St""",Charlotte,NC,28213,35.25846,-80.78938,1.0,4,1,Mexican;Restaurants;Fast Food;Tex-Mex
86036,CLl2D8uz-Oh7KZwBhqFXIQ,"""KFC""",,"""2834 Boyer Street""",Charlotte,NC,28208,35.2284,-80.9239,2.5,7,1,Fast Food;Chicken Wings;Restaurants
86136,GxA47kwAz_fMU-giHGFSDQ,"""Wingstop""",Starmount,"""624 Tyvola Rd 101, Ste F11""",Charlotte,NC,28217,35.163772,-80.8846069,2.0,18,1,Chicken Wings;Restaurants
86144,INvlcoiBVyxS5DEQepyGDw,"""Wendy's""",Starmount,"""7900 Arrowridge Blvd""",Charlotte,NC,28273,35.136573,-80.90666,2.5,9,1,Restaurants;Fast Food;Burgers
86223,j8_RW2wEvUTocXwDB0zfVg,"""Subway""",Ballantyne,"""16631 Lancaster Hwy""",Charlotte,NC,28277,35.0234114,-80.8487237,1.5,5,1,Sandwiches;Fast Food;Restaurants
86229,2Hp-7pC5FkOpcS_utf-olg,"""McDonald's""",,"""2998 E Franklin Blvd""",Gastonia,NC,28056,35.259579,-81.125243,1.5,12,1,Restaurants;Burgers;Fast Food
86246,_5S-0t10CgqKuMW6yiklHQ,"""Los Arcos""",,"""1525 N Chester St""",Gastonia,NC,28052,35.280371,-81.188601,3.0,21,1,Mexican;Restaurants
86306,GWwa6DzhA-Z2_BDZbunYPw,"""Katz Deli""",Ballantyne,"""8624 A Camfield""",Charlotte,NC,28277,35.0543244737,-80.8154617363,5.0,3,1,Bagels;Food;Restaurants;Delis;Sandwiches;American (Traditional)
86313,Wbxyj-CoBXXvqQ0lpcDXGQ,"""McDonald's""",,"""7721 Pineville Matthews Rd""",Charlotte,NC,28226,35.0872268,-80.8495918,3.0,14,1,Fast Food;Burgers;Restaurants
86337,z8fuQ6XYwfptZy-Tm1l9aQ,"""IHOP""",,"""9940 Pineville Matthews Rd""",Pineville,NC,28134,35.085568,-80.884822,2.5,40,1,American (New);Waffles;Restaurants;American (Traditional);Breakfast & Brunch
86370,9TCzxlrOZSIFcBlvHIUgFA,"""PePeRo""",,"""10920 Monroe Rd""",Matthews,NC,28105,35.1246318,-80.7300655,4.0,192,1,Food;Korean;Restaurants;Grocery
86380,jba5IVZeVVGfQPXnWl9a1g,"""The Soda Shop""",,"""104 S Main St""",Davidson,NC,28036,35.499009,-80.848818,2.5,61,1,Restaurants;Burgers;Food;American (Traditional);Ice Cream & Frozen Yogurt
86393,5V9i2FuhQ3o8ynYwbubmQg,"""Uptown Bar &  Lounge""",,"""5501 Josh Birmingham Pkwy""",Charlotte,NC,28208,35.2202707977,-80.9470832348,2.5,53,1,Sports Bars;Bars;American (New);Restaurants;Nightlife
86441,S28n7eAj393k3gUOia7dIg,"""Taco Bell""",,"""3815 Concord Pkwy S""",Concord,NC,28027,35.368055,-80.666222,1.5,5,1,Mexican;Restaurants;Tex-Mex;Fast Food
86468,YqjDX0TPge-EB73uzgyS3w,"""CHUBZ Famous Chiliburgers""",,"""200A W Woodlawn Rd""",Charlotte,NC,28217,35.1799921515,-80.8841652553,4.0,143,1,Restaurants;Burgers
86488,R_4y2Cearf2XpfMoiisxcA,"""Archie Boy's BBQ""",,"""""",Indian Land,SC,29707,34.967837,-80.8433145,5.0,3,1,Barbeque;Restaurants;Food;Food Trucks
86520,VL2C7v0Kq8ZlMQd_Wh3X3Q,"""Sonic""",,"""265 Mount Holly Huntersville Rd""",Charlotte,NC,28214,35.3028763,-80.9858615,2.0,20,1,Fast Food;Restaurants
86673,jZUizCQ4nRmyovBeuUniGQ,"""Stone Mountain Grill""",Ballantyne,"""15719 John J Delaney Dr""",Charlotte,NC,28277,35.0579584321,-80.8515398393,3.5,151,1,American (New);Burgers;Pizza;Restaurants
86723,CAmPPSKoFCd8zo2bxRxRkA,"""Dino's Family Restaurant""",NoDa,"""350 E Sugar Creek Rd""",Charlotte,NC,28213,35.254686,-80.793515,3.5,38,1,Breakfast & Brunch;Restaurants
86839,HMJ0-SIWhvzFIkoWb2H9hQ,"""Salsarita's Fresh Mexican Grill""",Cotswold,"""304 S Sharon Amity Rd""",Charlotte,NC,28211,35.176142,-80.80239,3.0,31,1,Fast Food;Salad;Tex-Mex;Mexican;Event Planning & Services;Restaurants;Caterers
86922,owjS04hpDA-XExecvsU0OQ,"""Famous Toastery""",,"""2429 Hwy 160 W""",Tega Cay,SC,29708,35.047191135,-80.9908684123,4.0,134,1,Food;Bagels;Breakfast & Brunch;Coffee & Tea;Restaurants
